seq,10AB,A34,B34,C3,D34,E34,F34,G12,G3,H34,I34,J12,J34,K12,L12,M12,N12,P12,Q
df16556a6b657130b148c9926e0247a1,0,0.002704325,0.001306435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268ddc25aa0fd61d2ecd190573a66498,0.00370748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa3a634a3d5d11bab288b00d2d5369cc,0.00291302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f36ab74340cc11784c5f0c58099e15e,0.00291302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b8c56ae8c1dad880d0a61a56b70076d,0.00158892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c47bc05a863e9774f4c18b376dcea96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009556027
7e112350867950f176b414f5f71178fd,0.017213299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744dbcf4af334c630605fa9000c112ce,0.00185374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4343b6b7da6bae2055762dad082dd651,0.00688532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29ffed0e67cdfb55f16960a8f8428cb5,0.00450194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b72e0f89f4127e4f0b91d3bc40a63766,0,0,0,0,0,0,0,0,0.000927536,0,0,0,0,0,0,0,0,0,0
8d3f2463af90ed9f59bbda873534edc0,0.00317784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19083703874fec5c0e976f6ca4fa6bc9,0.047137958,0,0,0,0,0,0.089844038,0.02997578,0.017623188,0.047384078,0.120587,0.084205902,0.113444041,0.081395013,0.495589153,0.167285034,0.071293236,0.025932175,0.011467232
87ec65202e592d81d47b66d1484732df,0.00715014,0.017037249,0.024386792,0.001339562,0.002833842,0,0.03522055,0.008792895,0.006028986,0.009975595,0.011843366,0.005069252,0.013834639,0.004003033,0.022008923,0.008448739,0,0,0
a594a2db0ceea408a3931a4465c05420,0.00291302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647927aceecdb8d63c0647ad64f33531,0.00556122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c2a5e52f212bdc4fe6cfe32717f2a01,0.0013241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88dc6547deddeb8ca981c592f965d014,0.0039723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a53ad0b5b9bb5681456ed32f72110e7,0.00317784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5c80d4415d8b64a85a2b498d22ad570,0.00185374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c4b95d668645a2a85addfe2f084b6f2,0.00423712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79e6f59a9f9e9a918479309917c34bb8,0.00741496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68d8ed7c8b41a1f6e461674c4d220b5a,0.00715014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4acc40b7b61bf7126ad84af26e93ed9,0.081829376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ff2d0f9ff5860f0d61f045ebb308e0d,0.058790037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09304de7bcdde93714df6d4800a79b4d,0.492829999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beb160f1d174dc940a6dd9816c42ca01,0.029924659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
