"seq","5-10","H","Ha","I","Ia","J","Ja","Jb","K","L","M","N","Na","P","Q","Qa"
"febbb96bc35744a5fc6936e547e3041c",0.00742857294460672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61bffb5ed48deb86adad74d3d45df340",0.0167142891253651,0.0153331027424859,0,0.0188624335772875,0.0221477810691841,0.0126902479674453,0,0,0.00623254053933735,0.00958656016084693,0.00314087804453765,0.00271455135252521,0,0,0,0
"a67c7071b283c3513d9aa4cf63879d6e",0.172979627138699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9b6a7459b2c92cee0abfc36d503488b7",0,0.0082014270483064,0,0.0382637938282117,0.0387586168710722,0.014664286540159,0.0186167737131155,0,0.0120198996115792,0.0129548110281715,0.0678912869626984,0.0523520617987005,0,0.0115576552842233,0,0
"a954a29c70499c3c72ee396f69b71c51",0,0.0121238486801051,0,0.00592819341000463,0,0.00253804959348906,0,0,0,0.00103638488225372,0.00386569605481557,0.00155117220144298,0,0,0,0
"3d462e8ce030e0c5bbd7564663c5561b",0.00530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4b50be28c2cc7c6a4dbc6300155c5218",0.0103469408871308,0.0481388109357115,0.0528615731604173,0.0334134537654807,0.0830541790094405,0.012972253477833,0,0.0132292631300437,0.0035614517367642,0.00544102063183204,0.0026576660376857,0.00174506872662335,0,0,0,0
"41f99c44465eb2939503fc0371a28a63",0,0.000713167569417948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59a5570b657c148caf79a4d0bf8b4d0c",0.0100816347105377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a776a15babf55b56fb4bc95c435aaed",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83d1208a372f046a842442d3a156c435",0.0289183732486476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7a8d2549f0a2623a5f45a138e85aedd0",0.0156530644189927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fd66678cf39f676cb57820da4a793b6f",0.0254693929529373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26ef86afa44dbbdebbae8f35e590f52e",0.169000034489803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9335b7a207b486ae9975e735cd30a814",0.125224515351942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455b517d5e3be97a7c74805de5f26850",0.0132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0f645d7ab83eb9dd659b573e9abc0069",0.00371428647230336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e57525faafab45f4f99be57ab69faabd",0.00371428647230336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"af652e408f0db93cc4846d6901a6ce37",0.00875510382757221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ae89ff1c2542cc18bae68e862b05609c",0.00689796059142053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7f52ee67403fedcc4a7ddae34cd0e7a4",0.00424489882548956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8e9415fb1edc2f6f3ccda52f97761c01",0.0432449067846749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b0ec891a9cead40f58935f40fa9a1b9a",0.00344898029571026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65c647ffd0330aa88c24b8bf7674e6c7",0.0180408200083306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70587a5848f80e8639f9bb824c9236fa",0.00902041000416531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48ca5b4f7cb58d4a146837de341a2604",0.175367382728037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1b928ac12dc87878c3c36113baa33d56",0.0451020500208265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9918c6983a2d8a49a554941297f09e33",0.0103469408871308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ad093ee4a3c24932837db32cf7007813",0.0106122470637239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518fef19dd285b8a7bfa02d31a2290a5",0.00689796059142053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6406af9ddc919e08f4d05e707fd141d4",0.00265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a038f6f43c43cea3001e6db131286ab7",0.00212244941274478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d6ff6bbe079674401094c1a932da80ab",0.0132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8e6aad6b74b9b6601b06801e804b3ab3",0.0347551091336957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0ce454899698457894ff03330870f380",0.0265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c2a63e5593cc5d91688af8f3abd60f16",0.0270612300124959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b923bc5d99ffa071df805bfb578547c4",0.0148571458892134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316a647c6d79dda84bd598e67148ca47",0.00265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87e2bfb52174f1764d735f93e86017d3",0.0978979791628529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523c0226972850204f98d8a064124867",0.00397959264889646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499282a32d639ab44b7dc14af1e71965",0.00848979765097911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"076f9a4680cc7c0f8cee8a887ae40f4a",0.00424489882548956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ea356eadfcbbc83181a30eade6da43f4",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"af1a97638ae7817e6dc243cfe90ba23b",0.0795918529779292,0.00106975135412692,0,0,0,0,0,0,0,0.00103638488225372,0.00193284802740779,0.00290844787770558,0,0.000633296179957442,0,0.00632631112798127
"1a5546dc8d08ba22cbc75f508edd0828",0.00557142970845504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b53ee4129079a6b4885428c4e2a408f9",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a3cb77034e3171f38574be30d580d64e",0.00265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197c1736a92b42d2671a7ea927a9d7d8",0.243551070112463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"626c469cde244cf9b780fe8a6e952018",0.0137959211828411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82243ab47000b0bb9500a7f65bf04630",0.0167142891253651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42ae4d6693b650ebbaac42e57113910e",0.00742857294460672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a7c8ce74f4fdc4ec58c5c54c9b1fda2a",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dc8f5ffb4f5fe578b41f078fe854247c",0.00265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14d87a227e9cbf80d583db1f6eaf48b4",0.0167142891253651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83ac555e466ac754139554eca9aec78b",0.000795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110f5c1e92f18f2cdc7af78a035555a7",0.00424489882548956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9e5f7d2247ac749d50a226417b3cd59b",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e8a98ce984ee0d66515ea055e525930b",0.00451020500208265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dc9abde9045aad6d17421519c6db9ca4",0.000530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5e08663561b972be66344edb87da4e3d",0.00318367411911717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87046e29904457e4619c87f36ff133f0",0.00769387912119982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02304f5597c8b1982e18acf4d3756043",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e94618b44f9856c9a2151cab1800a460",0.244612294818836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06894625cc4725640c9c1bba0d9aefc8",0.0201632694210754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c1e12e70c3095cd1b1091f534242abd3",0.00504081735526885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2fed8fd06ed0e104347eb07daed78c31",0.00371428647230336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d2a551b8b71579fa1fd9e5d22100b8ee",0.00185714323615168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8eb15ec6f1ac1ddc6a0ded81065b9e3d",0.00132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4494286141014de25140c094cc5626ec",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a8a9d607d1fd5c585c10030c8d307947",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"961f6d44b23ea979c84941c71bf7da7c",0.00185714323615168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d0282de15fd06b64876273663703c3b5",0.00106122470637239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d01bebdf4a5ff05dd53dc30d65556f60",0.00106122470637239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725fa7e245b8733a5fc9a4224886b669",0.00689796059142053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12d48d4e5b03a44eb1e1c7c2bb216348",0.00397959264889646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a0ecf69202e62fe969206ad4b1445b61",0.0177755138317375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f4dd561d786dd46b9cb84eab6594d632",0.00530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522ab1474c600e24c4f7e20404fa648c",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772c51fc3d0fb2e1bcaeda2b528c17cc",0.00716326676801363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341ffe203147e821ef8fc61a221e53eb",0.00451020500208265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fd29bda0b56df34282a38393c8fbcbca",0.00742857294460672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b87169030deed04dc4b504c53964ffbe",0.00504081735526885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ec3fc3f61c2e9c1a7f32bc622801ac2c",0.0169795953019582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"781af70eed8b17d285d44f49d836a48e",0.00424489882548956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5a6b977c954ab18d6904d6b9d48b871f",0.000530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"065262b748557031f638872e76923c72",0,0,0,0,0,0.000846016531163019,0,0,0.00133554440128657,0.00207276976450745,0.000724818010277919,0,0,0.000633296179957442,0,0
"848451a3853d056f1b0b123b39ebf894",0.0106122470637239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8933321e7dbdf47e55a1ec83a6517e09",0.00238775558933788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b57ddd9849252e883213b71bb3c2f17",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d4f7bcef485c713df58bef5a1ceac4b0",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6b34b89a4a40e33a8f93fef4209c4a96",0.00212244941274478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c8222ef3d31112ff4823bdb94a7eae2b",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7598baa4df34dca336e545f5477e2bdd",0.00132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c97b49b5849b709da91fb5f6f48cd9eb",0,0.0106975135412692,0,0.0183235069036507,0,0.0149462920505467,0.00930838685655776,0,0.00155813513483434,0.00181367354394401,0.00169124202398181,0,0,0,0,0
"8a08f279c5533390e6b47c6969ed7d82",0.00397959264889646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36a65735bd9508c5f7a66dc84dd3f8c6",0.00344898029571026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b26eb5a5ca6820d220d5433b1cffa5e6",0,0.0217516108672474,0,0.0889229011500695,0.0802857063757925,0.0817815980124252,0.0651587079959043,0.114653613793712,0.0574284092553227,0.252100622608218,0.0548445627776959,0.0407182702878782,0.0396595381189176,0.0303982166379572,0.0365137769289105,0
"7b29e948451d2fdcce6d39ddc6c25520",0,0.00748825947888846,0.0422892585283338,0.0388027205018485,0,0.0473769257451291,0,0,0.0427374208411704,0.0787652510512829,0.017878844253522,0.00736806795685415,0,0.00395810112473402,0,0
"ed541c87d5df87ae71fac96b59bc34aa",0.00265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1eac8ec4812f4ed7bfd8387a38bdba1f",0,0.000713167569417948,0,0.00215570669454714,0,0,0,0,0,0,0,0,0,0,0,0
"e4738ae451a15c8bfd5229711b6b5361",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121322a4bdcd6f088390c57de15de7ae",0.00530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0.00110826831492552,0,0
"a5a1519fb2b6c41d9cbc7937a35a9e32",0.00451020500208265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75c43bd66f718ca75507ff5efd6e4ccb",0.00265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1eb531d7f3ea89a9ead56eda443560cd",0,0,0,0.00215570669454714,0,0,0,0,0.00111295366773881,0,0,0.000193896525180372,0,0,0,0
"e8b184a091b069447aaa71429105e326",0.0127346964764687,0.0082014270483064,0,0,0,0.00253804959348906,0,0,0,0.0103638488225372,0.00410730205824154,0,0,0,0,0
"73bb9b389101bfbeafe2f0663fd53b50",0.00875510382757221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ef65f8d7f7fe58651a459fc49390ba8",0.00185714323615168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317bf3e8560b9ad24f7cb75c8fe0cd3e",0.00132653088296549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b62bf55e8226888eabfb4f4da82a02f",0.0220204126572271,0,0,0,0,0,0,0,0,0,0.00676496809592725,0.00135727567626261,0,0.000949944269936164,0,0
"535887d75db6f21831a65b42a9d5752f",0.101346959458563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102a50cfda4d5e455c29fbee9573d838",0.00265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331b2c7da556a639972cc9b2d8a31aa8",0.00477551117867575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a5ad9574a1f8aea06b6dfaff6eddfff7",0.0427142944314887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dcf22aafce62a2d9046206ed47c5479e",0.00716326676801363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92392a51132c9a52e6656c5819c880c1",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e8c1e783e60161fe039cc419a3717b1f",0.154938807130369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91bb0084d37461aa2ed60cba5a003fc4",0,0,0,0,0,0,0,0,0.00089036293419105,0,0,0,0,0,0,0
"87671eb172dd57036886a3c5e0c4da8d",0,0,0,0,0,0,0,0,0,0,0,0.000387793050360744,0,0,0,0
"c571cb007a7d9e2dfc56e8c0b4e24104",0,0.0834406056218999,1.11714124612348,3.57254491953825,0.384817696077074,7.00388885598825,3.61165410034441,0.330731578251091,1.14701004997162,2.04064183315758,0.334624314744973,0.667197943145661,0.0579639403276488,0.0569966561961698,0.106732578715277,0.183463022711457
"fb282bece926443e2ce880ef4c696c6e",0,0,0,0,0,0.00535810469736579,0,0,0,0,0,0,0,0,0,0
"e8279b17fcbd61e4b105b0a3d872b567",0,0,0,0,0,0.00564011020775346,0,0,0,0,0,0,0,0,0,0
"047ab7f37ccc35c6144cc1896bc32a69",0,0,0,0,0,0.00197403857271371,0,0,0,0,0,0,0,0,0,0
"731b491457472e36422564468f57fa8c",0.00106122470637239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fce23542da16aacb812dcdafbecf051c",0,0,0,0,0,0.000564011020775346,0,0,0,0,0,0,0,0,0,0
"197e3a5e450911182da7403a01b477d5",0,0,0,0,0,0,0,0,0,0,0,0.000387793050360744,0,0,0,0
"ff6f97ce50ea01298f8e58b53b97d489",0,0.249965233080991,0.503946997462644,0.634316694870496,1.79120179397027,0.461361014994233,0.434391386639362,0.890770384089606,0.382856061702151,0.955805957658496,0.358543309084144,0.104704123597401,0.0640654077305592,0.0163073766339041,0,0
"efbade8cc54695abfc5c07f21eecb6e7",0,0.0895025299619525,0.109247251198196,0.0625154941418671,0.0885911242767365,0.0101521983739562,0,0,0,0.00181367354394401,0,0,0,0,0,0
"f3ad21d8c8b2444a5dcf953349c6b70c",0.00344898029571026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201b998d07e1a35d39e59a0c3447f1e4",0,0,0,0,0,0,0,0,0,0.000518192441126861,0,0,0,0,0,0
"487184f5513359baac0176c9a150e1ea",0,0,0,0,0,0,0,0,0,0,0.000483212006851946,0,0,0,0,0
"e598afcbd515415253ea79ca19ae57d7",0,0,0,0,0,0.00112802204155069,0,0,0,0,0,0,0,0,0,0
"a4d4e17dbb14f15384261ddd56409439",0.0116734717700963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7a40f4cd070ab0fbebfa8749c02f9a24",0.00212244941274478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fbc7e405b4d16da23a87995ad9f0c945",0,0,0,0,0,0,0,0,0.00133554440128657,0,0,0,0,0,0,0
"b5bf6ec98f96b1d92a5739d745b87ec8",0,0,0,0,0,0,0,0,0,0,0,0.000581689575541117,0,0,0,0
"e6141036b0768b50c8079ce8ba7222f9",0.0482857241399437,0.00606192434005256,0,0,0,0.00564011020775346,0,0,0,0.00103638488225372,0.00869781612333503,0,0,0.021532070118553,0,0
"1b2f4342857d36d36a40ca1bdeb10c3c",0.00689796059142053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89c962e2643e3c9af6fa5614a3e57003",0.00477551117867575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22b437d42a93adf1a1f4912a2f2bc487",0.0721632800333225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f1aa0ea145fc7098b3403eb2badbe65b",0.0196326570678892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25668c0238f943ae425391ec3054a4d0",0.00451020500208265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a017db3bfdae612d959f9edcc112104c",0.0342244967805095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"935d8a963dc7baf559b479ba9f5a82b3",0.00212244941274478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8602056eba9f104692f2ddf8938871c5",0.0127346964764687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ddb21bd22519316c9c3bf922a9a8e816",0.00397959264889646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0789f0701b19d9a2a240b29e42e64d0d",0.00689796059142053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a7d0101041a4ff2c176cc0616423387a",0,0,0.253735551170003,0.0765275876564235,0.0276847263364802,0.00705013775969182,0,0,0.014023216213509,0.0124366185870447,0.00459051406509349,0.0034901374532467,0,0.0126659235991488,0,0
"55f0a15d367f1f98823a8accf53c1ab4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338813456277232,0.0421312810718198,0
"d0d582d9d9b71467f236f9bace54eea5",0,0,0,0,0,0,0,0,0,0,0.00483212006851946,0,0,0.0169406728138616,0,0.0506104890238502
"01a7c19fe64d4300e6e5a8a7280a10bb",0,0.0231779460060833,0,0.0070060467572782,0,0,0,0,0,0,0,0,0,0,0,0
"fc71dd6489bc96ddac257967a984ed99",0,0,0,0,0,0,0.00620559123770517,0,0,0,0,0,0,0,0,0
"357ad9f4f9251dd5f1a70dec188b23a3",0,0,0,0,0,0,0,0,0,0,0.00434890806166752,0.00213286177698409,0,0,0,0
"213ec0ef843de45b3db9302876229bed",0,0.0402939676721141,0.0387651536509727,0.0420362805436692,0.0968965421776806,0.0420188210477633,0,0.0573268068968558,0.022481664088324,0.0347188935554997,0,0,0,0,0,0
"b5a22689fdda6393715cd10a326927d3",0,0.0160462703119038,0,0.0285631137027496,0,0.00987019286356855,0,0,0.00578735907224182,0.0108820412636641,0.00918102813018698,0.00484741312950931,0,0.0052246934846489,0,0
"534aa0050da6044b57409f3606d33c40",0.00318367411911717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d9975f13b5075673dd9bb396688bd678",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f42aeaf1c13130f1fdfc8bafa43ded29",0.0153877582423996,0.0246042811449192,0.0845785170566676,0.0291020403763864,0.0553694526729603,0.0366607163503975,0.0403363430450836,0,0.0607672702585391,0.102861199563682,0.0732066190380699,0.0269516170000717,0.030507337014552,0.0052246934846489,0,0
"00f898781984ce51010f520e28aca483",0,0,0,0,0,0,0,0,0,0,0.00845621011990906,0.00484741312950931,0,0,0,0
"cf80116cb789ecdda4cb662ab3fd1b4c",0.0106122470637239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53d778933f79cf1ec135398e25b5e962",0.00716326676801363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3ede9a0384a29cd63d3cebf0f09b96c1",0.0172449014785513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ecb869631711bf81e94c27a768dfdd0b",0.013530615006248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a0cda4ca07d855686d23956f06d0d76e",0.0100816347105377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a74a7a8b9015b0732f8101e2f67c8f32",0.00291836794252407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3d89b82f7dc8f2f24e7c65124529a879",0,0,0,0,0,0,0,0,0.0117973088780314,0.0116593299253544,0,0,0,0,0,0
"fcfaeb95003823a7ffde76ba3c4c790b",0,0.00392242163179872,0,0.00377248671545749,0,0.000846016531163019,0,0,0,0,0.00217445403083376,0,0,0,0,0
"fe2c23e02d96027ea381e1da7283d3ff",0.00265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1b350d18d59a97b3af2257944c908b17",0.0095510223573515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1d33e98c9d94c262ab0d8b56d0936eb4",0,0.0502783136439654,0.0740062024245842,0.0393416471754853,0.0581379253066083,0.0217144242998508,0.0186167737131155,0,0.00957140154255378,0,0.0036240900513896,0,0,0.154682591954605,0.252787686430919,0.129689378123616
"261f84006c5eb28858f3f27bbaadc045",0,0,0,0,0,0,0,0,0,0.00155457732338058,0,0,0,0,0,0
"9feda0d620fa50b57ce3f848e1b48975",0,0.17722214100036,0.140964195094446,0.0964678745809845,0.0636748705739044,0.0516070084009442,0.0713642992336095,0.0440975437668122,0.0761260308733347,0.509124073407141,0.0198116922809298,0.0461473729929286,0.015253668507276,0.00205821258486169,0,0
"bb50ac888e677e82816ea70b2ab33eca",0.0167142891253651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618e77ab00abd20cfb2694d45fe07df1",0.0252040867763442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cfd8b4faf14870a6bdb89a001e770060",0.0461632747271989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482bb3761a6b11b4cfb4e1b618231157",0.137428599475224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4c6fec9eef4f5c3e8e6b7fee60a68994",0.032632659720951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eba65aa3cea3e6218e3a8635f94b2356",0.000530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315154928c5be44de373e19d66bd739a",0.00344898029571026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"baa4a4f4c8d40a784e35ff0313bf0ccb",0.291306181899221,0,0,0,0,0,0,0,0,0,0,0.00271455135252521,0,0,0,0
"cd05a4b1cda569ae366c6980823f4c72",2.38828620169106,0.0285267027767179,0.0493374682830561,0.03017989372366,0.0553694526729603,0.0180483526648111,0,0,0.00222590733547762,0.00310915464676117,0.000966424013703893,0,0,0.00221653662985105,0,0
"d93e8e8eb65bc1de981f3ef962af0956",0.00212244941274478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d8f2eba07489316f7c8a27d0e18fed13",0.00185714323615168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86399b4152e937777cee90ee980e53c7",0.00769387912119982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a6efdb52a04e05a2a1be52f5516784fa",0.283081690424835,0.0149765189577769,0.0281928390188892,0.0123953134936461,0.0276847263364802,0.0031020606142644,0,0,0,0,0,0.00232675830216447,0,0.00364145303475529,0,0
"58bcdde420158eabe69c67e4c9eb9245",0.0321020473677648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a6a4ec1b84af5b137949eecef0fa36f4",0.0257346991295304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08ea1c9b9d368cd6d9bfeb8857e90315",0.793265468013361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1da23dee00520d2c9e0e21bac4a70bca",0.484979690812182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6aa82af5289e004d50046c31ef22b2ae",0.000530612353186195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a5e4214d6e45488b57daf5cc70b89f40",0.00159183705955858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6552ab56103eaf5a3eb1e9b2f45e8ee7",0.00583673588504814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b9113180a7e1a8f4e25512f0191ff42",0.0092857161807584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c8b7afd58453fa7f61cb3486e65de8f0",0.0153877582423996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e79a45f432d0ccc86adbf9bbe7cef2a7",0.0114081655935032,0.0185423568048667,0.250211446292642,0.143354495187385,0.166108358018881,0.0214324187894631,0.0124111824754103,0.0308682806367685,0.00422922393740749,0.0129548110281715,0.0130467241850025,0.0822121266764778,0.219652826504774,0.171939912858446,0.266831446788192,0.291010311887139
"48ba7ddef24819311ff90ffc578df02e",0.0260000053061235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b04ef795d02d4d5ddc42f2c2598e1d7",0.0594285835568538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d760d5214a39254043ef78c083b92a9e",0.000795918529779292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6e01e4385cee37baa2cba8e4af01c030",0.0265306176593097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cd991e2f230049eb76c8e3b3fcece79f",0.0143265335360273,0.00213950270825385,0.0281928390188892,0.0242517003136553,0.0304531989701282,0.0141002755193836,0.0155139780942629,0,0.0211461196870374,0.0290187767031042,0.0132883301884285,0.00756196448203452,0,0.00174156449488297,0,0
